Estacao;Data da Coleta;Velocidade Vento 10/5m;Velocidade Vento 2m;Direção do Vento;Radiação Solar;Radiação Solar Refletida;Fluxo de Calor no Solo;Umidade Relativa do Ar;Temperatura do Ar;Temperatura do Solo 3cm;Temperatura do Solo 6cm;Temperatura do Solo 18cm;Pressão Atmosférica;Precipitação
Ribeirão Preto;2002-01-01 07:00:00;0.578;0.696;328.8;100;21.28;937;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-01 09:00:00;2.54;2.226;111.1;100;22.81;937;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-01 14:00:00;0.814;0.618;72.1;100;20.92;935;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-01 15:00:00;1.206;1.128;64.23;97.1;24.5;933;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-01 21:00:00;0.814;0.461;318.4;100;20.63;936;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-02 07:00:00;1.245;1.285;102.9;100;20.95;937;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-02 09:00:00;3.011;2.187;116.3;88.7;25.49;933;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-02 14:00:00;3.168;3.089;89.6;66.62;30.1;929;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-02 15:00:00;3.285;3.128;29.45;62.5;30.64;928;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-02 21:00:00;1.01;0.775;72.1;86.4;21.89;933;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-03 07:00:00;1.598;1.638;88.9;82.2;22.73;935;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-03 09:00:00;1.677;1.991;89;67.95;27.5;932;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-03 14:00:00;2.775;2.932;82.6;52.34;30.56;928;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-03 15:00:00;2.305;1.598;77.2;52.54;31.61;928;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-03 21:00:00;0.814;0.657;77.3;78.1;22.6;933;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-04 07:00:00;0.932;0.775;96.7;76.8;23.56;936;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-04 09:00:00;1.755;1.716;193.4;62.9;28.43;933;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-04 14:00:00;1.088;1.363;87.4;45.3;34.5;929;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-04 15:00:00;2.854;2.658;109.6;48.31;31.53;928;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-04 21:00:00;0.853;0.814;61.85;74.1;23.78;933;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-05 07:00:00;1.206;1.01;346;89.3;23.44;938;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-05 09:00:00;2.383;1.795;213.2;66.91;28.49;936;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-05 14:00:00;2.736;2.344;106.8;47.9;33.41;931;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-05 15:00:00;3.285;3.207;100.1;49.54;33.32;929;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-05 21:00:00;2.854;1.991;322.9;77.8;24.41;934;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-06 07:00:00;1.442;0.892;310.2;81.4;23.36;938;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-06 09:00:00;1.912;1.598;156.7;69.34;28.04;935;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-06 14:00:00;3.207;2.893;114.4;60.5;32.28;929;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-06 15:00:00;4.148;4.227;217;67.86;31.71;928;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-06 21:00:00;1.206;0.461;338.6;100;20.66;937;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-07 07:00:00;2.501;1.598;294.4;100;20.28;940;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-07 09:00:00;1.834;1.755;216.7;100;20.72;941;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-07 14:00:00;2.03;1.245;311.6;100;21.77;940;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-07 15:00:00;2.697;1.245;305;100;22.29;940;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-07 21:00:00;0.735;0.775;266.3;100;19.82;940;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-08 07:00:00;1.088;1.167;321.3;99.5;21.45;941;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-08 09:00:00;1.677;1.834;180;77.3;26.75;938;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-08 14:00:00;2.03;1.402;108.9;67.63;31.34;933;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-08 15:00:00;3.678;2.932;176.4;70.9;31.39;931;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-08 21:00:00;2.775;1.873;311.1;100;19.62;941;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-09 07:00:00;3.246;2.54;243.9;100;18.63;945;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-09 09:00:00;2.187;1.559;248.1;100;19.53;945;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-09 14:00:00;2.54;1.991;187.2;80.2;26.75;941;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-09 15:00:00;2.775;2.344;187.7;79.1;26.28;940;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-09 21:00:00;2.462;1.755;327.8;98.2;22.28;942;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-10 07:00:00;1.167;1.01;324.3;100;20.72;946;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-10 09:00:00;2.148;2.618;232.7;76.7;25.66;944;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-10 14:00:00;2.815;2.383;155;69.16;26.97;940;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-10 15:00:00;2.501;1.873;198.4;68.37;26.71;940;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-10 21:00:00;0.578;0.539;111;89.2;21.39;944;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-11 07:00:00;3.364;2.501;258;84.8;21.47;946;0;0;0;0;0;0;0
Ribeirão Preto;2002-01-11 09:00:00;5.796;4.58;250.9;78.7;24.21;944;0;0;0;0;0;0;0
